ID,X_COORD,Y_COORD,DEMAND,SERVICE_TIME,READY_TIME,DUE_TIME,CUSTOMER_TYPE
55,0.821615840172415,0.7139104927164064,2,0.03,0.84,8.55,Linehaul
56,0.5720281352666149,0.3825666415674407,9,0.08,0.41,4.63,Linehaul
57,0.5361212790131327,0.24153774323541433,-4,0.09,0.08,7.85,Backhaul
58,0.5388370656376663,0.3052156399857475,2,0.02,0.51,2.53,Linehaul
59,0.806995316618873,0.5161323560836394,5,0.08,0.36,3.07,Linehaul
60,0.5240313350664642,0.8595099735326349,1,0.1,0.62,8.91,Linehaul
61,0.35587673555988064,0.07888740204282929,-6,0.07,0.13,4.92,Backhaul
62,0.38431019106867137,0.9011121322303985,-4,0.1,0.43,6.46,Backhaul
63,0.8085662970370452,0.2329746754564097,-9,0.08,0.45,8.29,Backhaul
64,0.65231890137297,0.4467966599792086,2,0.03,0.33,2.09,Linehaul
65,0.23067201733559373,0.36130193529732657,-2,0.1,0.26,8.99,Backhaul
66,0.34771490089268164,0.44064166474348565,-2,0.09,0.5,8.1,Backhaul
67,0.8985732073704503,0.29294260752379386,-10,0.08,0.57,8.12,Backhaul
68,0.5822028805036599,0.6922189683167101,-9,0.04,0.46,6.59,Backhaul
69,0.29816194326377177,0.29648335891284694,-7,0.09,0.35,5.44,Backhaul
70,0.8446525100192311,0.13822860788091595,7,0.03,0.1,5.61,Linehaul
71,0.11785852055732049,0.8300155035364406,1,0.04,0.73,4.03,Linehaul
72,0.674742873529916,0.46886581460875154,-1,0.03,0.67,5.45,Backhaul
73,0.134948474372808,0.21018356940954586,2,0.05,0.16,8.57,Linehaul
74,0.04495650785108396,0.6498282749573393,-6,0.06,0.15,2.05,Backhaul
75,0.9200699073773534,0.7805341437569296,-8,0.03,0.67,8.74,Backhaul
76,0.12855291459334572,0.10208715465143248,8,0.05,0.08,9.02,Linehaul
77,0.00019416233287139484,0.6353885242952804,9,0.1,0.4,2.76,Linehaul
78,0.8591046390008877,0.8162266271529224,-6,0.06,0.96,8.06,Backhaul
79,0.9455863188783047,0.012938139874545618,4,0.09,0.61,7.16,Linehaul
80,0.3131719989191172,0.8245836209408672,7,0.1,0.16,5.28,Linehaul
81,0.19983018494400795,0.0798297443805761,1,0.09,0.19,2.59,Linehaul
82,0.8417900520485256,0.9521654312873202,-9,0.07,0.18,2.3,Backhaul
83,0.49088765050056204,0.7659800080333719,10,0.01,0.1,6.69,Linehaul
84,0.13272317164024527,0.4571633583175918,9,0.05,0.28,6.84,Linehaul
85,0.49297272982895624,0.8121164565143494,-4,0.02,0.68,6.01,Backhaul
86,0.6487301891234116,0.6962992615331793,2,0.08,0.82,5.46,Linehaul
87,0.012220288788623912,0.2146452724469593,5,0.04,0.16,7.41,Linehaul
88,0.09287155958983728,0.7095670534147779,-6,0.08,0.12,7.63,Backhaul
89,0.9206319349011972,0.7639084490631947,-4,0.04,0.98,7.07,Backhaul
90,0.6462992145084266,0.49370931228435755,3,0.05,0.56,6.86,Linehaul
91,0.31764635652908724,0.1687543655672189,-3,0.03,0.26,8.25,Backhaul
92,0.6150368171925562,0.622139982803112,4,0.05,0.21,5.82,Linehaul
93,0.9261571676081296,0.32958921392410057,5,0.09,0.39,7.35,Linehaul
94,0.9942990564213199,0.5359694487854755,-3,0.09,0.51,5.5,Backhaul
95,0.6911945366919389,0.4079933238990442,-6,0.08,0.35,3.23,Backhaul
96,0.8137037001180202,0.49248724303198865,-7,0.07,0.23,1.94,Backhaul
97,0.6505901218515434,0.006017203735004362,3,0.03,0.34,8.7,Linehaul
98,0.9650916121337177,0.9557013273515472,-8,0.04,0.35,7.12,Backhaul
99,0.8348450122252976,0.37331561202147256,-6,0.06,0.39,8.66,Backhaul
100,0.05327254469615983,0.8392288130304317,4,0.04,0.18,3.32,Linehaul
