ID,X_COORD,Y_COORD,DEMAND,SERVICE_TIME,READY_TIME,DUE_TIME,CUSTOMER_TYPE
63,0.6045871069708021,0.3966780152193893,1,0.07,0.46,4.71,Linehaul
64,0.18778235259559628,0.7923177715210871,7,0.03,0.17,2.25,Linehaul
65,0.8857244612928057,0.07346952921105099,-5,0.05,0.17,8.68,Backhaul
66,0.9285756423947142,0.9697189845172693,-2,0.01,0.44,6.26,Backhaul
67,0.7471104512109789,0.5432173861057903,-2,0.05,0.44,4.95,Backhaul
68,0.46152160440143,0.3534489232542347,-2,0.07,0.35,3.96,Backhaul
69,0.061482206336980316,0.5010456802989919,-6,0.01,0.19,3.53,Backhaul
70,0.8641872394690965,0.8638654514263421,6,0.06,0.48,8.51,Linehaul
71,0.7509983243129308,0.7426924842085338,-10,0.09,0.93,2.87,Backhaul
72,0.8035398107066007,0.9015937336963737,-5,0.09,0.76,4.34,Backhaul
73,0.43382164230676146,0.6191658431985834,-8,0.09,0.59,6.53,Backhaul
74,0.6798258838480775,0.14977190589447753,-8,0.06,0.6,2.03,Backhaul
75,0.14717074201400238,0.9771270435875338,-2,0.03,0.47,8.25,Backhaul
76,0.32718921654672983,0.641832372322646,2,0.08,0.27,3.19,Linehaul
77,0.2324595382568111,0.968302872131285,-10,0.03,0.54,7.14,Backhaul
78,0.7810940626394842,0.503061164423077,1,0.03,0.15,7.01,Linehaul
79,0.2283176130557335,0.9748362858491368,-5,0.02,0.2,4.67,Backhaul
80,0.7026129520853703,0.816755208892791,7,0.03,0.63,6.76,Linehaul
81,0.6239924442160948,0.8755099281210694,-7,0.06,0.97,4.14,Backhaul
82,0.6141943927513155,0.16039539935714386,-2,0.05,0.49,3.62,Backhaul
83,0.3852970477584837,0.9213865460993739,3,0.03,0.68,2.11,Linehaul
84,0.28842818654417934,0.18077487850432417,-1,0.03,0.12,7.44,Backhaul
85,0.9605288392567379,0.6680854162136252,-9,0.06,0.12,7.59,Backhaul
86,0.49979982671116563,0.6540419475809369,-3,0.07,0.49,5.17,Backhaul
87,0.37864516926864966,0.5051057361876802,4,0.1,0.44,6.49,Linehaul
88,0.20254894677914836,0.12587255911144657,-1,0.03,0.12,3.66,Backhaul
89,0.24009701682772933,0.5799523884393268,-4,0.04,0.27,5.26,Backhaul
90,0.176684126273697,0.024423642371062315,-9,0.09,0.08,5.84,Backhaul
91,0.29646693693926507,0.33266934184618024,-5,0.1,0.13,7.03,Backhaul
92,0.8538911875188606,0.6707462921820712,-1,0.04,0.81,2.38,Backhaul
93,0.23395961226138884,0.2205456717684272,1,0.05,0.25,7.5,Linehaul
94,0.9814700064852828,0.1631932609888015,-1,0.03,0.17,2.01,Backhaul
95,0.5097426170239485,0.4013326691243069,-5,0.02,0.26,1.7,Backhaul
96,0.9408436022091919,0.20276172237830814,-6,0.05,0.8,6.53,Backhaul
97,0.6789240730072581,0.5762989029990782,8,0.07,0.72,7.18,Linehaul
98,0.8822768588214924,0.22343979048345441,-2,0.06,0.18,5.58,Backhaul
99,0.8526353474681371,0.6589626504032051,1,0.1,0.51,4.67,Linehaul
100,0.9974608184757676,0.6532148082380473,9,0.07,0.83,3.63,Linehaul
101,0.4907583917925339,0.33974591097410445,-2,0.07,0.16,4.71,Backhaul
102,0.6332733440387952,0.3396676596953395,-10,0.07,0.13,9.14,Backhaul
103,0.8579408412865598,0.5016771523730039,6,0.05,0.43,2.79,Linehaul
104,0.2789630453091807,0.4495310178773,-5,0.09,0.11,3.74,Backhaul
105,0.41235433744259054,0.1812595037556033,10,0.09,0.15,8.06,Linehaul
106,0.41830874335125,0.8229923454271336,5,0.03,0.18,3.4,Linehaul
107,0.9551003648428109,0.14284407463574378,6,0.02,0.18,4.6,Linehaul
108,0.4409666988776052,0.9626131638552918,-5,0.04,0.5,8.23,Backhaul
109,0.6569967611472111,0.40855671519595227,-4,0.04,0.25,8.34,Backhaul
110,0.6643982610705591,0.9202878743808655,-4,0.06,0.61,6.79,Backhaul
111,0.5163527490368703,0.17331745599243098,10,0.1,0.4,5.13,Linehaul
112,0.33845790534223086,0.24587588123617632,-1,0.03,0.29,4.0,Backhaul
113,0.330945227714322,0.05633101266895757,1,0.1,0.27,6.65,Linehaul
114,0.7954170710567143,0.23868250491207732,7,0.08,0.52,7.1,Linehaul
115,0.8134563344222311,0.23099395594994998,-1,0.09,0.38,5.28,Backhaul
116,0.07917863790553392,0.08576914559584614,6,0.06,0.02,1.98,Linehaul
117,0.0492727163212876,0.34629431422709234,-8,0.05,0.29,1.47,Backhaul
118,0.6021945214975605,0.4734537443465209,5,0.05,0.32,5.65,Linehaul
119,0.7519689009985857,0.24671912591593848,10,0.08,0.65,7.96,Linehaul
120,0.2151834341139378,0.4457097617833563,-7,0.08,0.12,3.65,Backhaul
121,0.7659382899365768,0.303585727468335,8,0.06,0.47,8.15,Linehaul
122,0.15481590738434836,0.552923814828232,7,0.06,0.15,7.26,Linehaul
123,0.5334167619213566,0.9327769296292598,-3,0.09,0.67,5.22,Backhaul
124,0.2057427373746692,0.9336155839401428,8,0.02,0.48,4.69,Linehaul
125,0.6972573104900015,0.6650151360374734,4,0.04,0.58,6.05,Linehaul
126,0.6032939293797116,0.3183072429951972,-8,0.02,0.09,5.12,Backhaul
127,0.4354574103213973,0.5261289670858728,-5,0.07,0.1,3.33,Backhaul
128,0.02116055989218657,0.9292536166906619,-9,0.09,0.42,8.65,Backhaul
129,0.29628250759090724,0.8132500453538319,5,0.06,0.32,7.93,Linehaul
130,0.10653932101055141,0.7974890603086701,5,0.01,0.64,6.39,Linehaul
131,0.2887266812049978,0.4838989976348361,7,0.02,0.17,2.47,Linehaul
132,0.1936328745463357,0.4005895033503334,-2,0.09,0.11,4.62,Backhaul
133,0.944729925157868,0.07735723452353582,-9,0.09,0.23,2.42,Backhaul
134,0.6952502657930747,0.43621839847447896,10,0.02,0.41,8.61,Linehaul
135,0.20154908932082538,0.21713101525579004,8,0.09,0.19,4.38,Linehaul
136,0.32732123697576987,0.06574161519612709,-9,0.03,0.25,7.43,Backhaul
137,0.8612821229190573,0.45370941065625237,1,0.02,0.38,2.32,Linehaul
138,0.28582121252049675,0.7534665902743757,-3,0.07,0.56,2.06,Backhaul
139,0.07628642778393524,0.5748499469148223,-2,0.02,0.43,1.96,Backhaul
140,0.6695139507952098,0.2751626993373816,8,0.09,0.28,8.1,Linehaul
141,0.029476776511302094,0.9869643356809691,10,0.1,0.4,6.77,Linehaul
142,0.604607995659222,0.8974032319529915,3,0.06,0.65,4.75,Linehaul
143,0.3165715399324047,0.3383048664612619,-3,0.02,0.4,1.85,Backhaul
144,0.2170979027438129,0.8997274559177031,10,0.09,0.33,8.71,Linehaul
145,0.03865526555258869,0.7773845363988904,4,0.1,0.38,9.08,Linehaul
146,0.33587243837435177,0.1235793899950296,6,0.09,0.14,4.52,Linehaul
147,0.9353124792789205,0.8704927514325712,-9,0.08,0.65,7.02,Backhaul
148,0.31879754757452583,0.06892103780204895,5,0.03,0.1,6.87,Linehaul
149,0.9804453976915661,0.4135220681707046,-7,0.1,0.75,2.1,Backhaul
150,0.19337535396954564,0.8158038244377722,-8,0.07,0.53,5.78,Backhaul
